"ићи","201848718","move away from a place into another direction"
"ићи","200968211","cause to become widely known"
"ићи","202066510","move or progress freely as if in a stream"
"ићи","202685951","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"
"ићи","201525666","perform as expected when applied"
"ићи","500000021","sell quickly; to be in demand"
"ићи","202072849","pass by"
"ићи","202737876","be in the right place or situation"
"ићи","202645007","add up in number or quantity"
"ићи","202659763","be the right size or shape; fit correctly or as desired"
"ићи","200150776","behave in accordance or in agreement with"
"свеска","106415419","a book with blank pages for recording notes or memoranda"
"свеска","106413666","a publication that is one of a set of several similar publications"
"питати","200784342","inquire about"
"питати","200785008","pose a question"
"упитати","200784342","inquire about"
"упитати","200785008","pose a question"
"питање","107196682","a sentence of inquiry that asks for a reply"
"питање","104757522","uncertainty about the truth or factuality or existence of something"
"питање","106784003","a question raised for consideration or solution"
"упитан","300878829","given to inquiry"
"упитан","302463847","marked by or given to doubt"
"упитан","300687163","relating to the use of or having the nature of an interrogation"
"бележница","106415419","a book with blank pages for recording notes or memoranda"
"сат","115227846","a period of time equal to 1/24th of a day"
"сат","103046257","a timepiece that shows the time of day"
"жедан","302554140","needing moisture"
"жедан","301270004","feeling a need or desire to drink"
"жедан","300888200","(usually followed by `for') extremely desirous"
"жедно","400478175","in a thirsty manner"
"жедно","400200777","with eagerness; in an eager manner"
"гладан","301269073","feeling hunger; feeling a need or desire to eat food"
"гладан","300888200","(usually followed by `for') extremely desirous"
"гладан","300029933","immoderately desirous of acquiring e.g. wealth"
"гладан","302337188","containing little excess"
"упознати","202596113","get to know; get acquainted with"
"упознати","200901103","cause to come to know personally"
"упознати","200874175","make familiar or conversant with"
"упознавати","202596113","get to know; get acquainted with"
"упознавати","200901103","cause to come to know personally"
"упознавати","200874175","make familiar or conversant with"
"добар","301123148","having desirable or positive qualities especially those suitable for a thing specified"
"добар","301129977","morally admirable"
"добар","301983162","deserving of esteem and respect"
"добар","301586752","agreeable or pleasing"
"добар","301661289","most suitable or right for a particular purpose"
"добро","400011093","(often used as a combining form) in a good or proper or satisfactory manner or to a high standard (`good' is a nonstandard dialectal variant for `well')"
"добро","400053004","an expression of agreement normally occurring at the beginning of a sentence"
"добро","400013429","to a suitable or appropriate extent or degree"
"добро","400013092","favorably; with approval"
"добро","400014616","with skill or in a pleasing manner"
"боље","300230335","(comparative of `good') superior to another (of the same class or set or kind) in excellence or quality or desirability or suitability; more highly skilled than another"
"боље","300231761","(comparative of `good') changed for the better in health or fitness"
"најбољи","300227507","(superlative of `good') having the most positive qualities"
"најбољи","300067379","(comparative and superlative of `well') wiser or more advantageous and hence advisable"
"муж","110193967","a married man; a woman's partner in marriage"
"жена","110787470","an adult female person (as opposed to a man)"
"жена","110780632","a married woman; a man's partner in marriage"
"жена","110243137","a polite name for any woman"
"друг","110112591","a person you know well and regard with affection and trust"
"друг","109785042","an associate who provides cooperation or assistance"
"другов","500000023","possessed by a male friend"
"другарица","110112591","a person you know well and regard with affection and trust"
"другарица","109785042","an associate who provides cooperation or assistance"
"другаричин","500000025","possessed by a female friend"
"дан","115155220","time for Earth to make a complete rotation on its axis"
"дан","115164957","the time after sunrise and before sunset while it is light outside"
"дан","115159583","the specified day of the month"
"дан","115163005","any one of the seven days in a week"
"јутро","115165289","the time period between dawn and noon"
"јутро","113613742","a unit of area (4840 square yards) used in English-speaking countries"
"јутрос","500000027","this morning"
"данас","400207366","on this day as distinct from yesterday or tomorrow"
"данас","400048475","in these times"
"драго","400299334","with delight"
"разумети","200588888","know and comprehend the nature or meaning of"
"разумети","200591115","perceive (an idea or situation) mentally"
"разумети","200593852","make sense of a language"
"разумевање","105805475","the cognitive condition of someone who understands"
"разумевање","105805902","an ability to understand the meaning or importance of something (or the knowledge acquired as a result)"
"сам","302249766","isolated from others"
"сам","301862697","exclusive of anyone or anything else"
"сам","301905653","free of extraneous elements of any kind"
"сам","302794670","(used as a combining form) relating to--of or by or to or from or for--the self"
"само","400004722","and nothing more"
"само","400008600","without any others being included or involved"
"занимати","201821423","excite the curiosity of; engage the interest of"
"занимати","202492198","provide entertainment for"
"занимати","202415831","keep busy with"
"занимати","202486232","date regularly; have a steady relationship with"
"шума","108438533","the trees and other plants in a large densely wooded area"
"шума","109284015","land that is covered with trees and shrubs"
"густ","300539009","having component parts closely crowded together"
"густ","302415390","relatively dense in consistency"
"густ","301771839","hard to pass through because of dense growth"
"густ","301190683","unusually great in degree or quantity or number"
"гушћи","500000031","thicker; more dense"
"најгушћи","500000033","thickest; most dense"
"правац","108679972","a line leading to a place or point"
"правац","113827426","the spatial relation between something and the course along which it points or moves"
"правац","106197215","a general course along which something has a tendency to develop"
"пут","104096066","an open way (generally public) for travel or transportation"
"пут","108679972","a line leading to a place or point"
"пут","104564698","any artifact consisting of a road or path affording passage from one place to another"
"пут","103899328","a way especially designed for a particular use"
"пут","109387222","a line or route along which something travels or moves"
"пут","100308370","a journey for some purpose (usually including the return)"
"пут","107309599","an instance or single occasion for some event"
"море","109426788","a division of an ocean or a large body of salt water partially enclosed by land"
"море","109376198","a large body of water constituting a principal part of the hydrosphere"
"море","113776971","anything apparently limitless in quantity or volume"
"веза","113791389","a relation between things or events (as in the case of one causing the other or sharing features with it)"
"веза","103106110","a line made of twisted fibers or threads"
"веза","104333129","an elongated leather strip (or a strip of similar material) for binding things together or holding something in position"
"веза","100316989","shifting from one form of transportation to another"
"веза","104108268","a strong line"
"веза","103091374","an instrumentality that connects"
"веза","106260121","(often plural) a means of communication or access"
"веза","106252138","the activity of communicating; the activity of conveying information"
"веза","113780449","mutual dealings or connections or communications among persons or groups"
"веза","113928388","a state of connectedness between people (especially an emotional connection)"
"веза","113928668","a state involving mutual dealings between people or parties or countries"
"веза","107279285","a communicative interaction"
"веза","107959943","a grouping of a number of similar things"
"веза","111436283","an electrical force linking atoms"
"један","302186338","used of a single unit or thing; not two or more"
"један","500000035","a; an (indefinite article)"
"један","300700884","definite but not specified or identified"
"један","302267308","quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity"
"два","302186470","being one more than one"
"три","302186580","being one more than two"
"четири","302186665","being one more than three"
"пет","302186750","being one more than four"
"шест","302186833","denoting a quantity consisting of six items or units"
"седам","302186970","being one more than six"
"осам","302187073","being one more than seven"
"девет","302187161","denoting a quantity consisting of one more than eight and one less than ten"
"десет","302187296","being one more than nine"
"учити","200829107","impart skills or knowledge to"
"учити","200597915","gain knowledge or skills"
"учити","200604576","commit to memory; learn by heart"
"учити","200599992","be a student of a certain subject"
"учити","200607405","be a student; follow a course of study; be enrolled at an institute of learning"
"учити","500000037","become accustomed to something"
"учити","500000039","attend a school"
"научити","200829107","impart skills or knowledge to"
"научити","200597915","gain knowledge or skills"
"научити","200604576","commit to memory; learn by heart"
"научити","200599992","be a student of a certain subject"
"научити","200607405","be a student; follow a course of study; be enrolled at an institute of learning"
"научити","500000037","become accustomed to something"
"научити","500000039","attend a school"
"учење","105752544","the cognitive process of acquiring skill or knowledge"
"учење","106185955","a doctrine that is taught"
"мали","301391351","limited or below average in number or quantity or magnitude or extent"
"мали","301415219","limited in size or scope"
"мали","301649031","(of children and animals) young, immature"
"мали","301554940","slight or limited; especially in degree or intensity or scope"
"мали","302340458","low or inferior in station or quality"
"мало","400100002","not much"
"мањи","301394922","small or little relative to something else"
"најмањи","500000041","smallest"
"доста","400145713","as much as necessary"
"доста","400018781","to a degree (not used with a negative)"
"моћи","500000045","be able; can"
"моћи","500000047","be allowed"
"моћи","200595935","know how to do or perform something"
"морати","500000049","have to; must; obliged to"
"за","500000053","for"
"за","500000059","in (time)"
"за","500000057","behind"
"за","500000689","made for"
"за","500000691","during"
"за","500000693","to; towards"
"за","500000695","by"
"за","500000697","after"
"на","500000061","to"
"на","500000063","onto"
"на","500000065","on"
"о","500000067","about"
"током","500000069","during"
"свраћати","202488641","visit informally and spontaneously"
"свраћати","202487573","pay a brief visit"
"свратити","202488641","visit informally and spontaneously"
"свратити","202487573","pay a brief visit"
"свраћен","500000071","dropped by"
"чест","301066542","coming at short intervals or habitually"
"чест","300486990","frequently encountered"
"чест","301771839","hard to pass through because of dense growth"
"често","400035058","many times at short intervals"
"често","400059413","frequently or in great quantities"
"често","400059547","in many cases or instances"
"чешћи","500000073","more frequently"
"најчешћи","500000075","most frequently"
"у","500000579","in; at"
"у","500000587","in; during (time)"
"у","500000577","to; into"
"у","500000585","on; at (time)"
"сићи","201970826","move downward and lower, but not necessarily all the way"
"сићи","202016062","leave a vehicle, aircraft, etc."
"сићи","201958452","alight from (a horse)"
"силазити","201970826","move downward and lower, but not necessarily all the way"
"силазити","202016062","leave a vehicle, aircraft, etc."
"силазити","201958452","alight from (a horse)"
"силажење","500000081","descending; getting off"
"пошто","500000083","since; because"
"пошто","500000615","after"
"и","500000085","and"
"по","500000281","for"
"по","500000285","over; across; through; in; on"
"по","500000287","with (intermediary)"
"по","500000289","by; according to"
"по","500000291","after"
"по","500000293","during"
"тако","500000091","so; thus"
"кроз","500000093","through"
"тада","400117903","at that time"
"тада","400061203","happening at a time subsequent to a reference time"
"са","500000095","with"
"са","500000097","from; off"
"с","500000099","with"
"деца","500000101","more than one child; children"
"дете","109917593","a young person of either sex"
"или","500000103","or"
"или","500000167","either"
"или","500000169","otherwise; or else"
"годишњи","301969150","occurring or payable every year"
"годишње","400250570","by the year; every year (usually with reference to a sum of money paid or received)"
"гост","110150940","a visitor to whom hospitality is extended"
"гостов","500000105","possessed by a guest"
"кошарка","100480993","a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop"
"ипак","500000107","nevertheless"
"ипак","500000109","however"
"него","500000111","than"
"а","500000113","but"
"а","500000115","and"
"кућа","103544360","a dwelling that serves as living quarters for one or more families"
"код","500000117","at"
"код","500000149","to the home/office/country of"
"код","500000123","by; near; beside"
"код","500000125","in spite of"
"близу","500000127","near; close to"
"напољу","400110659","outside a building"
"напоље","400110659","outside a building"
"терен","108674563","a piece of ground having specific characteristics or military potential"
"терен","108570758","a piece of land prepared for playing a game"
"терен","108569777","somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected"
"унутра","400110533","within a building"
"затворити","201345109","move so that an opening or passage is obstructed; make shut"
"затворити","202426395","cease to operate or cause to cease operating"
"затворити","201291941","unite or bring into contact or bring together the edges of"
"затворити","202425913","finish or terminate (meetings, speeches, etc.)"
"затворити","202494356","lock up or confine, in or as in a jail"
"затворити","201215137","take into custody"
"затворити","201347678","place in a place where something cannot be removed or someone cannot escape"
"затворити","201478002","render unsuitable for passage"
"затворити","202145543","shut out from view or get in the way so as to hide from sight"
"затварати","201345109","move so that an opening or passage is obstructed; make shut"
"затварати","202426395","cease to operate or cause to cease operating"
"затварати","201291941","unite or bring into contact or bring together the edges of"
"затварати","202425913","finish or terminate (meetings, speeches, etc.)"
"затварати","202494356","lock up or confine, in or as in a jail"
"затварати","201215137","take into custody"
"затварати","201347678","place in a place where something cannot be removed or someone cannot escape"
"затварати","201478002","render unsuitable for passage"
"затварати","202145543","shut out from view or get in the way so as to hide from sight"
"затворен","301653538","not open or affording passage or access"
"затворен","301652782","not open"
"затворен","301655162","used especially of mouth or eyes"
"затворен","302002580","not open to the general public"
"затворен","301987341","marked by self-restraint and reticence"
"затворен","301065126","being in captivity"
"затворен","300638253","have difficult or incomplete or infrequent evacuation of the bowels"
"затворен","300273082","devoid of or deficient in light or brightness; shadowed or black"
"од","500000129","from; out of"
"од","500000131","since"
"од","500000133","made of"
"од","500000143","than (comparative)"
"од","500000141","of; for"
"од","500000139","by (whom)"
"млад","301646941","(used of living things especially persons) in an early period of life or development or growth"
"млад","300818008","(of crops) harvested at an early stage of development; before complete maturity"
"млад","301643480","being in its early stage"
"млађи","500000145","younger"
"најмлађи","500000147","youngest"
"планина","109359803","a land mass that projects well above its surroundings; higher than a hill"
"активност","100407535","any specific behavior"
"тицати","201206218","make physical contact with, come in contact with"
"тицати","202127358","perceive via the tactile sense"
"тицати","201205696","be in direct physical contact with; make contact"
"тицати","201206849","cause to be in brief contact with"
"тицати","201770802","affect emotionally"
"тицати","202676054","be relevant to"
"такнути","201206218","make physical contact with, come in contact with"
"такнути","202127358","perceive via the tactile sense"
"такнути","201205696","be in direct physical contact with; make contact"
"такнути","201206849","cause to be in brief contact with"
"такнути","201770802","affect emotionally"
"такнути","202676054","be relevant to"
"фудбал","100478262","a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal"
"фудбалер","110618342","an athlete who plays soccer"
"тако","500000159","so; in such a manner; in that way"
"тако","500000157","so (much)"
"позориште","104417809","a building where theatrical performances or motion-picture shows can be presented"
"конобар","110763383","a person whose occupation is to serve at table (as in a restaurant)"
"конобарица","110763620","a woman waiter"
"кафа","107929519","a beverage consisting of an infusion of ground coffee beans"
"сок","107923748","the liquid part that can be extracted from plant or animal tissue by squeezing or cooking"
"боровница","112248574","erect European blueberry having solitary flowers and blue-black berries"
"боровница","107743224","blue-black berries similar to American blueberries"
"дати","202316868","cause to have, in the abstract sense or physical sense"
"дати","202199590","transfer possession of something concrete or abstract to somebody"
"дати","202235842","convey or reveal information"
"дати","202200686","give as a present; make a gift of"
"дати","202339171","be the cause or source of"
"дати","201629000","give or supply"
"дати","202296153","transmit (knowledge or skills)"
"дати","202317094","bestow, especially officially"
"дати","200802318","consent to, give permission"
"дати","200878348","yield to another's wish or opinion"
"дати","202608823","have a beginning characterized in some specified way"
"давати","202316868","cause to have, in the abstract sense or physical sense"
"давати","202199590","transfer possession of something concrete or abstract to somebody"
"давати","202235842","convey or reveal information"
"давати","202200686","give as a present; make a gift of"
"давати","202339171","be the cause or source of"
"давати","201629000","give or supply"
"давати","202296153","transmit (knowledge or skills)"
"давати","202317094","bestow, especially officially"
"давати","200802318","consent to, give permission"
"давати","200878348","yield to another's wish or opinion"
"давати","202608823","have a beginning characterized in some specified way"
"давање","101086081","the act of giving"
"вода","114845743","binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent"
"вода","109225146","the part of the earth's surface covered with water (such as a river or lake or ocean)"
"вода","107935504","a liquid necessary for the life of most animals and plants"
"одмах","400048739","without delay or hesitation; with no time intervening"
"ја","500000189","i"
"ја","500000191","me"
"мој","500000173","my"
"ти","500000215","you (singular)"
"твој","500000229","your (singular)"
"твој","500000231","yours (singular)"
"он","500000179","he"
"он","500000187","him"
"његов","500000181","his"
"оно","500000185","it"
"она","500000195","she"
"она","500000197","her"
"њен","500000199","hers"
"ми","500000203","we"
"ми","500000205","us"
"наш","500000207","ours"
"ви","500000213","you (plural)"
"ваш","500000227","your (plural)"
"ваш","500000225","yours (plural)"
"они","500000237","them (masculine)"
"они","500000239","they (masculine)"
"оне","500000249","they (feminine)"
"оне","500000251","them (feminine)"
"она","500000253","they (neuter)"
"она","500000255","them (neuter)"
"њихов","500000257","theirs"
"поред","500000601","next to; beside"
"поред","500000603","by; along"
"поред","500000605","in spite of"
"поред","500000607","besides; in addition to"
"поред","500000609","except"
"човек","100007846","a human being"
"човек","110287213","an adult person who is male (as opposed to a woman)"
"човек","110289039","the generic use of the word to refer to any human being"
"човек","102472293","any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage"
"људи","107942152","(plural) any group of human beings (men or women or children) collectively"
"људи","500000261","a group of men"
"трпезарија","103200701","a room used for dining"
"креденац","102912065","a piece of furniture that stands at the side of a dining room; has shelves and drawers"
"креденац","102933112","a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display"
"креденац","103148324","a small room (or recess) or cabinet used for storage space"
"држати","202681795","keep in a certain state, position, or activity; e.g.,"
"држати","201216670","have or hold in one's hands or grip"
"држати","201301410","to close within bounds, limit or hold back from movement"
"држати","201217043","be the physical support of; carry the weight of"
"држати","202700867","contain or hold; have within"
"држати","202683489","remain in a certain state, position, or condition"
"држати","201129876","protect against a challenge or attack"
"држати","202202928","look after; be the keeper of; have charge of"
"држати","202204094","store or keep customarily"
"држати","202285392","have on hand"
"држати","202443849","direct or control; projects, businesses, etc."
"држати","201733477","organize or be responsible for"
"држати","200010435","behave in a certain manner; show a certain behavior; conduct or comport oneself"
"држати","202734800","fail to spoil or rot"
"држати","200150776","behave in accordance or in agreement with"
"држање","500000263","holding; supporting"
"држање","105079866","the arrangement of the body and its limbs"
"држање","101220984","manner of acting or controlling yourself"
"користити","201158872","put into service; make work or employ for a particular purpose or for its inherent or natural purpose"
"користити","202735897","be of use"
"користити","202600490","seek or achieve an end by using to one's advantage"
"потребан","301580050","absolutely essential"
"потребан","300343552","unavoidably determined by prior circumstances"
"потребан","302023430","poor enough to need help from others"
"видети","202129289","perceive by sight or have the power to perceive by sight"
"видети","200591115","perceive (an idea or situation) mentally"
"видети","202129709","see and understand, have a good eye"
"видети","202156225","observe as if with an eye"
"видети","202128286","be a witness to"
"видети","202023107","come together"
"виђен","500000265","seen"
"виђен","301376705","widely or fully known"
"виђен","300027599","generally approved or compelling recognition"
"виђење","105710860","perception by means of the eyes"
"до","500000273","to; up to"
"до","500000275","by (time)"
"до","500000277","before"
"до","500000279","beside, next to"
"до","400007015","(of quantities) imprecise but fairly close to correct"
"до","400028319","except that"
"место","108664443","a point located with respect to surface features of some region"
"место","108513718","any area set aside for a particular purpose"
"место","100027167","a point or extent in space"
"место","113947867","proper or appropriate position or location"
"место","108621598","the particular portion of space occupied by something"
"место","108647616","a space reserved for sitting (as in a theater or on a train or airplane)"
"место","113947645","proper or designated social situation"
"место","113910384","an empty area (usually bounded in some way between things)"
"место","113777764","space for movement"
"место","108642037","a general vicinity"
"место","108559508","where you live at a particular time"
"место","100586262","a job in an organization"
"место","106401107","the passage that is being read"
"место","106483454","an item on a list or in a sequence"
"забаван","301344485","providing enjoyment; pleasantly entertaining"
"забаван","301344344","agreeably diverting"
"молити","200753428","ask (a person) to do something"
"молити","200752764","express the need or desire for; ask for"
"замолити","200753428","ask (a person) to do something"
"замолити","200752764","express the need or desire for; ask for"
"замолјен","301965287","asked for"
"по","500000295","each (distribution)"
"по","500000297","one after another"
"остати","200117985","stay the same; remain in a certain state"
"остати","201857392","stay put (in a certain place)"
"остати","202727462","continue in a place, position, or situation"
"остати","202638630","be loyal to"
"остати","202731024","stay behind"
"остати","202637592","be left; of persons, questions, problems, results, evidence, etc."
"остајати","200117985","stay the same; remain in a certain state"
"остајати","201857392","stay put (in a certain place)"
"остајати","202727462","continue in a place, position, or situation"
"остајати","202638630","be loyal to"
"остајати","202731024","stay behind"
"остајати","202637592","be left; of persons, questions, problems, results, evidence, etc."
"ускоро","400033922","in the near future"
"одморити","201545883","not move; be in a resting position"
"одморити","200779360","take a short break from one's activities in order to relax"
"одморити","200014405","be at rest"
"одморити","202595840","be inactive, refrain from acting"
"одморити","200026385","become less tense, rest, or take one's ease"
"одморити","200025654","cause to feel relaxed"
"одмарати","201545883","not move; be in a resting position"
"одмарати","200779360","take a short break from one's activities in order to relax"
"одмарати","200014405","be at rest"
"одмарати","202595840","be inactive, refrain from acting"
"одмарати","200026385","become less tense, rest, or take one's ease"
"одмарати","200025654","cause to feel relaxed"
"одморан","302434605","not tired; refreshed as by sleeping or relaxing"
"постати","202624263","come into existence; take on form or shape"
"постати","200149583","enter or assume a certain state or condition"
"постати","202626604","undergo a change or development"
"постати","202623529","come into existence"
"постајати","202624263","come into existence; take on form or shape"
"постајати","200149583","enter or assume a certain state or condition"
"постајати","202626604","undergo a change or development"
"постајати","202623529","come into existence"
"узети","201214265","get into one's hands, take physically"
"узети","202205272","take into one's possession"
"узети","202208118","buy, select"
"узети","200674607","pick out, select, or choose from a number of alternatives"
"узети","200734054","take into consideration for exemplifying purposes"
"узети","202236124","receive willingly something given or offered"
"узети","202109045","experience or feel or submit to"
"узети","201999798","take somebody somewhere"
"узети","200669762","accept or undergo, often unwillingly"
"узети","201156834","serve oneself to, or consume regularly"
"узети","202206619","take by force"
"узети","200586973","take off or away"
"узети","202207206","obtain by purchase; acquire by means of a financial transaction"
"узети","202488834","take in marriage"
"узети","202409412","engage or hire for work"
"узети","200700517","set or ask for a certain price"
"узети","202274482","seize and take control without authority and possibly with force; take as one's right or possession"
"узети","200917300","express a supposition"
"узети","500000299","become paralyzed (se)"
"узимати","201214265","get into one's hands, take physically"
"узимати","202205272","take into one's possession"
"узимати","202208118","buy, select"
"узимати","200674607","pick out, select, or choose from a number of alternatives"
"узимати","200734054","take into consideration for exemplifying purposes"
"узимати","202236124","receive willingly something given or offered"
"узимати","202109045","experience or feel or submit to"
"узимати","201999798","take somebody somewhere"
"узимати","200669762","accept or undergo, often unwillingly"
"узимати","201156834","serve oneself to, or consume regularly"
"узимати","202206619","take by force"
"узимати","200586973","take off or away"
"узимати","202207206","obtain by purchase; acquire by means of a financial transaction"
"узимати","202488834","take in marriage"
"узимати","202409412","engage or hire for work"
"узимати","200700517","set or ask for a certain price"
"узимати","202274482","seize and take control without authority and possibly with force; take as one's right or possession"
"узимати","200917300","express a supposition"
"узимати","500000299","become paralyzed (se)"
"узимање","100714477","the act of someone who picks up or takes something"
"повредити","200069879","cause injuries or bodily harm to"
"повредити","202668523","fail to agree with; be in violation of; as of rules or patterns"
"повредити","202566528","act in disregard of laws, rules, contracts, or promises"
"повредити","201793177","hurt the feelings of"
"повређивати","200069879","cause injuries or bodily harm to"
"повређивати","202668523","fail to agree with; be in violation of; as of rules or patterns"
"повређивати","202566528","act in disregard of laws, rules, contracts, or promises"
"повређивати","201793177","hurt the feelings of"
"добити","202210119","get something; come into possession of"
"добити","202210855","come into the possession of something concrete or abstract"
"добити","202238085","come into possession of"
"добити","200522751","receive a specified treatment (abstract)"
"добити","202359340","acquire as a result of some effort or action"
"добити","200087988","contract"
"добити","202108654","receive as a retribution or punishment"
"добити","201100145","be the winner in a contest or competition; be victorious"
"добити","202292125","obtain"
"добити","200046151","increase (one's body weight)"
"добити","200155547","rise in rank or status"
"добивати","202210119","get something; come into possession of"
"добивати","202210855","come into the possession of something concrete or abstract"
"добивати","202238085","come into possession of"
"добивати","200522751","receive a specified treatment (abstract)"
"добивати","202359340","acquire as a result of some effort or action"
"добивати","200087988","contract"
"добивати","202108654","receive as a retribution or punishment"
"добивати","201100145","be the winner in a contest or competition; be victorious"
"добивати","202292125","obtain"
"добивати","200046151","increase (one's body weight)"
"добивати","200155547","rise in rank or status"
"проћи","202050132","go across or through"
"проћи","202051694","move past"
"проћи","202072849","pass by"
"проћи","202049696","travel past"
"проћи","202684784","lose validity"
"проћи","202617567","proceed or get along"
"проћи","500000301","be accepted"
"проћи","201212230","pass over, across, or through"
"проћи","201161947","apply thoroughly; think through"
"проћи","500000305","leave something alone (se)"
"пролазити","202050132","go across or through"
"пролазити","202051694","move past"
"пролазити","202072849","pass by"
"пролазити","202049696","travel past"
"пролазити","202684784","lose validity"
"пролазити","202617567","proceed or get along"
"пролазити","500000301","be accepted"
"пролазити","201212230","pass over, across, or through"
"пролазити","201161947","apply thoroughly; think through"
"пролазити","500000305","leave something alone (se)"
"прошли","301730329","immediately past"
"прошли","301729566","belonging to some prior time"
"прошли","301729384","belonging to the distant past"
"прошли","301730745","long past"
"купити","202207206","obtain by purchase; acquire by means of a financial transaction"
